,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-10,bandwidth_mbit_-2,bandwidth_mbit_-3,bandwidth_mbit_-4,bandwidth_mbit_-5,bandwidth_mbit_-6,bandwidth_mbit_-7,bandwidth_mbit_-8,bandwidth_mbit_-9,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-10,quality_level_chosen_-2,quality_level_chosen_-3,quality_level_chosen_-4,quality_level_chosen_-5,quality_level_chosen_-6,quality_level_chosen_-7,quality_level_chosen_-8,quality_level_chosen_-9,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-10,t_download_s_-2,t_download_s_-3,t_download_s_-4,t_download_s_-5,t_download_s_-6,t_download_s_-7,t_download_s_-8,t_download_s_-9,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,2.1286120218579234,,,,,,,,,,,163414.0,243460,0.0,0,0,0,0.0,0,0.0,1,,,,,,,,,,,-1,119626.0,119626.0,119626.0,163414.0,93631.0,178224,178224,178224,243460,139496,97.4280399999992,97.4280399999992,97.4280399999992,97.4280399999992,97.4280399999992,0.0,11.925333,0.915,,,,,,,,,,,11.93,0.0,1572130882.319,1572130881.276,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/360p30/0.ts,97.4280399999992
1,0.958027397260274,,,,,,,,,,,93939.0,139872,11.403000049591064,0,0,1,0.0,0,0.0,2,,,,,,,,,,,-2,119823.0,119823.0,119823.0,163762.0,93939.0,178412,178412,178412,243836,139872,97.4280399999992,97.4280399999992,97.4280399999992,97.4280399999992,97.4280399999992,1.0429999828338623,11.911678,1.168,,,,,,,,,,,23.84,11.93,1572130884.062,1572130882.846,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/480p30/1.ts,97.4280399999992
2,0.5126799076212472,,,,,,,,,,,93181.0,138744,22.093999948501587,0,0,2,0.0,0,0.0,2,,,,,,,,,,,-2,119696.0,119696.0,119696.0,162878.0,93181.0,178224,178224,178224,242520,138744,97.4280399999992,97.4280399999992,97.4280399999992,97.4280399999992,97.4280399999992,0.0,11.911678,2.165,,,,,,,,,,,35.75,23.84,1572130886.4160001,1572130884.065,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/480p30/2.ts,97.4280399999992
3,-0.008,0.5126799076212472,,0.958027397260274,,,,,,,,454166.0,-1,21.17199993133545,0,0,3,93939.0,2,97.4280399999992,1,2.0,,2.0,,,,,,,,1,454166.0,208333.0,781313.0,1248485.0,1770454.0,676236,310200,1163344,1858944,2636136,63.92172479374083,47.0991236842103,67.97516921763838,74.18682867709795,73.81629456614498,0.0,11.915667,0.001,2.165,,1.168,,,,,,,,47.67,35.75,1572130906.459,1572130896.897,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/360p30/3.ts,63.92172479374083
4,0.21478970495919647,0.5126799076212472,,0.958027397260274,,,,,,,,287247.0,427700,0.0,0,0,4,93181.0,2,97.4280399999992,0,2.0,,2.0,,,,,,,,2,708459.0,287247.0,1414899.0,2235227.0,2957576.0,1054868,427700,2106728,3328164,4403712,39.48085288762446,0.0,46.40780314367004,60.441681052631644,53.086876258890406,16.66000008583069,11.911678,15.93,2.165,,1.168,,,,,,,,59.57,47.66,1572130950.6650002,1572130934.729,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/160p30/4.ts,0.0
5,0.5108683506686478,0.5126799076212472,,0.958027397260274,,,,,,,,288612.0,429768,16.727000064849854,0,0,5,93181.0,2,97.4280399999992,0,2.0,,2.0,,,,,,,,2,711935.0,288612.0,1412760.0,2224939.0,2947732.0,1060132,429768,2103720,3313124,4389424,40.51392564722616,0.0510183641536273,46.68770584637273,60.02091972972978,52.06468207681369,8.845999956130981,11.922,6.73,2.165,,1.168,,,,,,,,71.5,59.58,1572130957.658,1572130950.668,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/160p30/5.ts,0.0510183641536273
6,0.5135937966000595,0.5126799076212472,,0.958027397260274,,,,,,,,289117.0,430520,21.664000034332275,0,0,6,93181.0,2,97.4280399999992,0,2.0,,2.0,,,,,,,,2,712692.0,289117.0,1391802.0,2260542.0,3150619.0,1061260,430520,2072512,3366140,4691540,29.718841507823605,0.0,37.10234551920345,48.524870625889044,36.87131877667142,0.0,11.914,6.706,2.165,,1.168,,,,,,,,83.41,71.5,1572130964.631,1572130957.661,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/160p30/6.ts,0.0
7,0.45340886441122474,0.5126799076212472,,0.958027397260274,,,,,,,,290277.0,432212,26.600000057220456,0,0,7,93181.0,2,97.4280399999992,0,2.0,,2.0,,,,,,,,2,709091.0,290277.0,1411868.0,2251389.0,3042803.0,1055808,432212,2102216,3352228,4530612,28.358322887624478,0.001660711237553343,33.13580324324324,42.28073278805113,25.867341977240386,0.0,11.911678,7.626,2.165,,1.168,,,,,,,,95.32,83.41,1572130972.517,1572130964.635,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/160p30/7.ts,0.001660711237553343
8,0.3425054245048273,0.5126799076212472,,0.958027397260274,,,,,,,,288888.0,430144,30.624000139236443,0,0,8,93181.0,2,97.4280399999992,0,2.0,,2.0,,,,,,,,2,708333.0,288888.0,1399495.0,2228156.0,2834848.0,1054680,430144,2083792,3317636,4220976,35.76250394025604,0.0,41.00130381223328,52.57521968705545,43.733782503556135,0.0,11.919333,10.047,2.165,,1.168,,,,,,,,107.24,95.32,1572130982.602,1572130972.521,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/160p30/8.ts,0.0
9,0.6420879940343027,0.5126799076212472,,0.958027397260274,,,,,,,,289141.0,430520,32.460000028610224,0,0,9,93181.0,2,97.4280399999992,0,2.0,,2.0,,,,,,,,2,710353.0,289141.0,1409596.0,2172348.0,2913258.0,1057688,430520,2098832,3234540,4337724,35.76250394025604,0.0,41.00130381223328,52.57521968705545,43.733782503556135,0.0,11.911678,5.364,2.165,,1.168,,,,,,,,119.15,107.24,1572130987.975,1572130982.605,https://vod-metro.twitch.tv/64db0187834885ac8fe2_v4futuresports_35742282736_1302574536/160p30/9.ts,0.0
