,bandwidth_mbit,bandwidth_mbit_-1,bandwidth_mbit_-10,bandwidth_mbit_-2,bandwidth_mbit_-3,bandwidth_mbit_-4,bandwidth_mbit_-5,bandwidth_mbit_-6,bandwidth_mbit_-7,bandwidth_mbit_-8,bandwidth_mbit_-9,bitrate_level,body_size_byte,buffer_estimate_0,byte_end,byte_start,n_segment,previous_bitrate,previous_quality,previous_vmaf,quality_level_chosen,quality_level_chosen_-1,quality_level_chosen_-10,quality_level_chosen_-2,quality_level_chosen_-3,quality_level_chosen_-4,quality_level_chosen_-5,quality_level_chosen_-6,quality_level_chosen_-7,quality_level_chosen_-8,quality_level_chosen_-9,quality_shift,quality_shift_bitrate_-1,quality_shift_bitrate_-2,quality_shift_bitrate_0,quality_shift_bitrate_1,quality_shift_bitrate_2,quality_shift_byte_-1,quality_shift_byte_-2,quality_shift_byte_0,quality_shift_byte_1,quality_shift_byte_2,quality_shift_vmaf_-1,quality_shift_vmaf_-2,quality_shift_vmaf_0,quality_shift_vmaf_1,quality_shift_vmaf_2,rebuffer_estimate_0,seg_len_s,t_download_s,t_download_s_-1,t_download_s_-10,t_download_s_-2,t_download_s_-3,t_download_s_-4,t_download_s_-5,t_download_s_-6,t_download_s_-7,t_download_s_-8,t_download_s_-9,t_end,t_start,timestamp_finish,timestamp_start,url,vmaf_level
0,3.92,,,,,,,,,,,898890.0,1470,0.0,1469.0,0.0,0,0.0,0,0.0,2,,,,,,,,,,,-2,402069.0,402069.0,402069.0,523392.0,898890.0,150776,150776,150776,196272,337084,20.4848648,20.4848648,20.4848648,45.40612813333332,65.32547013333335,0.0,0.0,0.003,,,,,,,,,,,0.0,0.0,1572292864.623,1572292863.553,https://r5---sn-aigzrn7l.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=243&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edn7y%2Csn-aigzrn7l&ms=au%2Conr&mv=m&mvi=4&pl=14&pcm2=no&gcr=de&initcwndbps=252500&mime=video%2Fwebm&gir=yes&clen=16936640&dur=371.240&lmt=1568496989251433&mt=1572292749&fvip=5&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAJhqd70KSVdBRGIjxT21ADiGfliSjqwJesfBEu39m0GUAiBAt4mLlTbK0M05wehEms11ZlukRSER-ByCtnAQTfXGIA%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAIYk346zNrZoS_4CBAxAOJ3JV3WgToAW_C4ufvgcFZhFAiB0Bd-ymg9IuX6mFFbUYUdTDD0X7wUvRpIN2nz1CfPTsA%3D%3D&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&fallback_count=1&range=0-1469&rn=6&rbuf=0,65.32547013333335
1,3.9093333333333327,,,,,,,,,,,402069.0,1466,0.0,1465.0,0.0,0,0.0,0,0.0,0,,,,,,,,,,,0,402069.0,402069.0,402069.0,523392.0,898890.0,150776,150776,150776,196272,337084,20.4848648,20.4848648,20.4848648,45.40612813333332,65.32547013333335,0.006000041961669922,0.0,0.003,,,,,,,,,,,0.0,0.0,1572292869.131,1572292863.559,https://r5---sn-aigzrn7l.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=278&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edn7y%2Csn-aigzrn7l&ms=au%2Conr&mv=m&mvi=4&pl=14&pcm2=no&gcr=de&initcwndbps=252500&mime=video%2Fwebm&gir=yes&clen=4435835&dur=371.240&lmt=1568496989245145&mt=1572292749&fvip=5&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRQIhAMXxVi1B1JZy1RJHMIHRe6IYYmsZOCO3RnTIOXsShqWxAiAcE1bMqPbv8s26SISxt-KaHovTDm3iy8TQGEi2GeIr2w%3D%3D&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAIYk346zNrZoS_4CBAxAOJ3JV3WgToAW_C4ufvgcFZhFAiB0Bd-ymg9IuX6mFFbUYUdTDD0X7wUvRpIN2nz1CfPTsA%3D%3D&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&fallback_count=1&range=0-1465&req_id=c96841924dddf269&rn=11&rbuf=0,20.4848648
2,1.6765714285714286,,,,,,,,,,,523392.0,1467,0.0,1466.0,0.0,0,0.0,0,0.0,1,,,,,,,,,,,-1,402069.0,402069.0,402069.0,523392.0,898890.0,150776,150776,150776,196272,337084,20.4848648,20.4848648,20.4848648,45.40612813333332,65.32547013333335,1.1170001029968262,0.0,0.007,,,,,,,,,,,0.0,0.0,1572292864.739,1572292864.676,https://r5---sn-aigzrn7l.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edn7y%2Csn-aigzrn7l&ms=au%2Conr&mv=m&mvi=4&pl=14&pcm2=no&gcr=de&initcwndbps=252500&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&mt=1572292749&fvip=5&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAIYk346zNrZoS_4CBAxAOJ3JV3WgToAW_C4ufvgcFZhFAiB0Bd-ymg9IuX6mFFbUYUdTDD0X7wUvRpIN2nz1CfPTsA%3D%3D&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&fallback_count=1&range=0-1466&req_id=7916da14d1082bbd&rn=16&rbuf=0,45.40612813333332
3,-0.008,,,,,,,,,,,523392.0,-1,0.0,67002.0,1467.0,0,0.0,0,0.0,1,,,,,,,,,,,-1,402069.0,402069.0,402069.0,523392.0,898890.0,150776,150776,150776,196272,337084,20.4848648,20.4848648,20.4848648,45.40612813333332,65.32547013333335,0.27299976348876953,2.24,0.001,,,,,,,,,,,2.24,0.0,1572292865.199,1572292864.949,https://r5---sn-aigzrn7l.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edn7y%2Csn-aigzrn7l&ms=au%2Conr&mv=m&mvi=4&pl=14&pcm2=no&gcr=de&initcwndbps=252500&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&mt=1572292749&fvip=5&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAIYk346zNrZoS_4CBAxAOJ3JV3WgToAW_C4ufvgcFZhFAiB0Bd-ymg9IuX6mFFbUYUdTDD0X7wUvRpIN2nz1CfPTsA%3D%3D&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&fallback_count=1&range=1467-67002&rn=17&rbuf=0,45.40612813333332
4,-0.008,3.9093333333333327,,1.6765714285714286,,,,,,,,523392.0,-1,0.0,132538.0,67003.0,0,523392.0,1,45.40612813333332,1,0.0,,1.0,,,,,,,,0,402069.0,402069.0,523392.0,898890.0,1415264.0,150776,150776,196272,337084,530724,20.4848648,20.4848648,45.40612813333332,65.32547013333335,82.56110093333331,1.1440000534057617,2.76,0.001,0.003,,0.007,,,,,,,,5.0,2.24,1572292866.194,1572292866.093,https://r5---sn-aigzrn7l.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&mm=31%2C26&mn=sn-4g5edn7y%2Csn-aigzrn7l&ms=au%2Conr&mv=m&mvi=4&pl=14&pcm2=no&gcr=de&initcwndbps=252500&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&mt=1572292749&fvip=5&keepalive=yes&fexp=23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&lsparams=mm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Cinitcwndbps&lsig=AHylml4wRQIhAIYk346zNrZoS_4CBAxAOJ3JV3WgToAW_C4ufvgcFZhFAiB0Bd-ymg9IuX6mFFbUYUdTDD0X7wUvRpIN2nz1CfPTsA%3D%3D&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&fallback_count=1&range=67003-132538&rn=18&rbuf=2506,45.40612813333332
5,-0.008,3.9093333333333327,,0.5924158192090395,1.6765714285714286,,,,,,,479274.0,-1,0.0,213335.0,132539.0,1,523392.0,1,45.40612813333332,1,0.0,,1.0,1.0,,,,,,,0,403573.0,403573.0,479274.0,645216.0,948021.0,151340,151340,179728,241956,355508,6.739389733333335,6.739389733333335,44.96922506666667,68.78794000000002,81.87679306666669,0.4030001163482666,2.76,0.001,0.003,,0.885,0.007,,,,,,,7.76,5.0,1572292866.505,1572292866.496,"https://r20---sn-4g5ednzz.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&pcm2=no&gcr=de&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&fvip=5&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&redirect_counter=1&he=yes&rm=sn-4g5els76&cms_redirect=yes&mm=43&mn=sn-4g5ednzz&ms=onl&mt=1572292747&mv=m&mvi=19&pl=14&lsparams=mm,mn,ms,mv,mvi,pl&lsig=AHylml4wRQIgMCpJR244BH6TCqPlVJZqoUFSDTHp45DwLC0ymHXxCS4CIQD3OBoa3kSn79Ru8ChwQc3tu62lwd0U001myYqENrY8VA==&range=132539-213335&rn=20&rbuf=4847",44.96922506666667
6,-0.008,3.9093333333333327,,0.5924158192090395,1.6765714285714286,,,,,,,508853.0,-1,5.508999843597412,400498.0,213336.0,2,523392.0,1,45.40612813333332,1,0.0,,1.0,1.0,,,,,,,0,429642.0,429642.0,508853.0,812160.0,1231274.0,161116,161116,190820,304560,461728,1.1685227999999996,1.1685227999999996,27.612558,48.41579039999999,64.93510213333333,0.5479998588562012,7.08,0.001,0.003,,0.885,0.007,,,,,,,14.84,7.76,1572292867.127,1572292867.055,"https://r20---sn-4g5ednzz.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&pcm2=no&gcr=de&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&fvip=5&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&redirect_counter=1&he=yes&rm=sn-4g5els76&cms_redirect=yes&mm=43&mn=sn-4g5ednzz&ms=onl&mt=1572292747&mv=m&mvi=19&pl=14&lsparams=mm,mn,ms,mv,mvi,pl&lsig=AHylml4wRQIgMCpJR244BH6TCqPlVJZqoUFSDTHp45DwLC0ymHXxCS4CIQD3OBoa3kSn79Ru8ChwQc3tu62lwd0U001myYqENrY8VA==&range=213336-400498&rn=21&rbuf=7302",27.612558
7,-0.008,3.9093333333333327,,1.1795182481751822,0.6175359246171966,0.5924158192090395,1.6765714285714286,,,,,611125.0,-1,4.13899995803833,663415.0,400499.0,4,479274.0,1,44.96922506666667,1,0.0,,1.0,1.0,1.0,1.0,,,,,0,526400.0,526400.0,611125.0,905909.0,1242304.0,197400,197400,229172,339716,465864,1.0646012000000002,1.0646012000000002,32.816474400000004,57.55896626666669,75.37682693333333,0.0,9.48,0.001,0.003,,0.548,0.849,0.885,0.007,,,,,24.32,14.84,1572292868.4789999,1572292868.425,"https://r20---sn-4g5ednzz.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&pcm2=no&gcr=de&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&fvip=5&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&redirect_counter=1&he=yes&rm=sn-4g5els76&cms_redirect=yes&mm=43&mn=sn-4g5ednzz&ms=onl&mt=1572292747&mv=m&mvi=19&pl=14&lsparams=mm,mn,ms,mv,mvi,pl&lsig=AHylml4wRQIgMCpJR244BH6TCqPlVJZqoUFSDTHp45DwLC0ymHXxCS4CIQD3OBoa3kSn79Ru8ChwQc3tu62lwd0U001myYqENrY8VA==&range=400499-663415&rn=22&rbuf=12675",32.816474400000004
8,-0.008,1.3312253164556962,,3.9093333333333327,1.124102102102102,1.1795182481751822,0.6175359246171966,0.5924158192090395,1.6765714285714286,,,521888.0,-1,17.089999990463255,1156281.0,663416.0,8,508853.0,1,27.612558,1,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,,,0,436661.0,436661.0,521888.0,747989.0,1082880.0,163748,163748,195708,280496,406080,6.356592266666665,6.356592266666665,39.93744026666667,64.77493799999998,78.40235226666663,0.0,19.200000000000003,0.001,1.58,,0.003,1.332,0.548,0.849,0.885,0.007,,,43.52,24.32,1572292872.044,1572292872.034,"https://r20---sn-4g5ednzz.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&pcm2=no&gcr=de&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&fvip=5&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&redirect_counter=1&he=yes&rm=sn-4g5els76&cms_redirect=yes&mm=43&mn=sn-4g5ednzz&ms=onl&mt=1572292747&mv=m&mvi=19&pl=14&lsparams=mm,mn,ms,mv,mvi,pl&lsig=AHylml4wRQIgMCpJR244BH6TCqPlVJZqoUFSDTHp45DwLC0ymHXxCS4CIQD3OBoa3kSn79Ru8ChwQc3tu62lwd0U001myYqENrY8VA==&range=663416-1156281&rn=24&rbuf=18655",39.93744026666667
9,-0.008,1.4544182958317964,,1.3312253164556962,3.9093333333333327,1.124102102102102,1.1795182481751822,0.6175359246171966,0.5924158192090395,1.6765714285714286,,526901.0,-1,31.26599982261658,1909313.0,1156282.0,14,611125.0,1,32.816474400000004,1,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,0,431146.0,431146.0,526901.0,725930.0,1034752.0,161680,161680,197588,272224,388032,0.0,0.0,31.87479733333334,61.104523999999984,75.42030853333334,0.0,31.359999999999992,0.001,2.711,,1.58,0.003,1.332,0.548,0.849,0.885,0.007,,74.88,43.52,1572292877.0770001,1572292877.058,"https://r20---sn-4g5ednzz.googlevideo.com/videoplayback?expire=1572314446&ei=7Ui3XcPXN4SAgQf557GwDw&ip=3.122.179.7&id=o-AJBuTsnu_mcNroyuJvSZ2YvXo38qJv2vpCsUx7z8AUm5&itag=242&aitags=133%2C134%2C135%2C136%2C137%2C160%2C242%2C243%2C244%2C247%2C248%2C278&source=youtube&requiressl=yes&pcm2=no&gcr=de&mime=video%2Fwebm&gir=yes&clen=9294218&dur=371.240&lmt=1568496989237570&fvip=5&keepalive=yes&fexp=23812955,23842630&c=WEB&txp=5535432&sparams=expire%2Cei%2Cip%2Cid%2Caitags%2Csource%2Crequiressl%2Cpcm2%2Cgcr%2Cmime%2Cgir%2Cclen%2Cdur%2Clmt&sig=ALgxI2wwRAIgVH9mMKFf5rR8t27ZqmthEPqKxYXwnGu10zWdbEpXcDoCIGFz81mNET9w9ZQaCyXDTxWERZX8BGdWGgT7BtsuQCMT&alr=yes&cpn=I-yLhM8z1_pbQ3qZ&cver=2.20191022.03.00&redirect_counter=1&he=yes&rm=sn-4g5els76&cms_redirect=yes&mm=43&mn=sn-4g5ednzz&ms=onl&mt=1572292747&mv=m&mvi=19&pl=14&lsparams=mm,mn,ms,mv,mvi,pl&lsig=AHylml4wRQIgMCpJR244BH6TCqPlVJZqoUFSDTHp45DwLC0ymHXxCS4CIQD3OBoa3kSn79Ru8ChwQc3tu62lwd0U001myYqENrY8VA==&range=1156282-1909313&rn=26&rbuf=32855",31.87479733333334
